Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C185 Postcode 2011 to Local Government Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
4173,4173,31000,Brisbane (C),1.0,100.0,,,,,,,
4174,4174,31000,Brisbane (C),1.0,100.0,,,,,,,
4178,4178,31000,Brisbane (C),1.0,99.9999999,,,,,,,
4179,4179,31000,Brisbane (C),1.0,100.0,,,,,,,
4183,4183,36250,Redland (C),1.0,99.9999989,,,,,,,
4184,4184,36250,Redland (C),1.0,100.0,,,,,,,
4205,4205,34590,Logan (C),1.0,100.0,,,,,,,
4207,4207,33430,Gold Coast (C),0.0830487,8.3048728,,,,,,,
4207,4207,34590,Logan (C),0.9169513,91.6951272,,,,,,,
4208,4208,33430,Gold Coast (C),1.0,100.0,,,,,,,
4209,4209,33430,Gold Coast (C),1.0,100.0,,,,,,,
4210,4210,33430,Gold Coast (C),1.0,100.0,,,,,,,
4211,4211,33430,Gold Coast (C),0.9857973,98.5797272,,,,,,,
4211,4211,36510,Scenic Rim (R),0.0142027,1.4202727,,,,,,,
4212,4212,33430,Gold Coast (C),1.0,100.0,,,,,,,
4213,4213,33430,Gold Coast (C),1.0,100.0,,,,,,,
4214,4214,33430,Gold Coast (C),1.0,100.0,,,,,,,
4215,4215,33430,Gold Coast (C),1.0,100.0,,,,,,,
4216,4216,33430,Gold Coast (C),1.0,100.0,,,,,,,
4217,4217,33430,Gold Coast (C),1.0,100.0,,,,,,,
4218,4218,33430,Gold Coast (C),1.0,100.0,,,,,,,
4219,4219,33430,Gold Coast (C),1.0,100.0,,,,,,,
4220,4220,33430,Gold Coast (C),1.0,100.0,,,,,,,
4221,4221,33430,Gold Coast (C),1.0,100.0,,,,,,,
4223,4223,33430,Gold Coast (C),1.0,100.0,,,,,,,
4224,4224,33430,Gold Coast (C),1.0,100.0,,,,,,,
4225,4225,33430,Gold Coast (C),1.0,100.0,,,,,,,
4226,4226,33430,Gold Coast (C),1.0,100.0,,,,,,,
4227,4227,33430,Gold Coast (C),1.0,100.0,,,,,,,
4228,4228,33430,Gold Coast (C),1.0,100.0,,,,,,,
4229,4229,33430,Gold Coast (C),1.0,100.0,,,,,,,
4230,4230,33430,Gold Coast (C),1.0,100.0,,,,,,,
4270,4270,34590,Logan (C),0.3289603,32.8960298,,,,,,,
4270,4270,36510,Scenic Rim (R),0.6710397,67.1039702,,,,,,,
4271,4271,33430,Gold Coast (C),0.002014,0.2013996,,,,,,,
4271,4271,36510,Scenic Rim (R),0.997986,99.7986004,,,,,,,
4272,4272,36510,Scenic Rim (R),1.0,100.0,,,,,,,
4275,4275,36510,Scenic Rim (R),1.0,100.0,,,,,,,
4280,4280,34590,Logan (C),1.0,100.0,,,,,,,
4285,4285,34590,Logan (C),0.3700814,37.0081376,,,,,,,
4285,4285,36510,Scenic Rim (R),0.6299186,62.9918624,,,,,,,
4287,4287,36510,Scenic Rim (R),1.0,100.0,,,,,,,
4300,4300,31000,Brisbane (C),0.0440107,4.4010677,,,,,,,
4300,4300,33960,Ipswich (C),0.9559893,95.5989323,,,,,,,
4301,4301,33960,Ipswich (C),1.0,100.0,,,,,,,
4303,4303,33960,Ipswich (C),1.0,100.0,,,,,,,
4304,4304,33960,Ipswich (C),1.0,100.0,,,,,,,
4305,4305,33960,Ipswich (C),0.9976273,99.7627271,,,,,,,
4305,4305,36510,Scenic Rim (R),0.0023727,0.2372729,,,,,,,
4306,4306,31000,Brisbane (C),0.1904439,19.0443904,,,,,,,
4306,4306,33960,Ipswich (C),0.5576232,55.76232,,,,,,,
4306,4306,36510,Scenic Rim (R),0.026642,2.6642048,,,,,,,
4306,4306,36580,Somerset (R),0.1533657,15.3365735,,,,,,,
4306,4306,36630,South Burnett (R),0.0671934,6.7193386,,,,,,,
4306,4306,36910,Toowoomba (R),0.0047317,0.4731728,,,,,,,
4307,4307,33960,Ipswich (C),0.0589978,5.8997775,,,,,,,
4307,4307,36510,Scenic Rim (R),0.9410022,94.1002225,,,,,,,
4309,4309,36510,Scenic Rim (R),1.0,100.0,,,,,,,
4310,4310,36510,Scenic Rim (R),1.0,100.0,,,,,,,
4311,4311,34580,Lockyer Valley (R),0.1569084,15.6908355,,,,,,,
4311,4311,36580,Somerset (R),0.8430916,84.3091645,,,,,,,
4312,4312,36580,Somerset (R),1.0,100.0,,,,,,,
4313,4313,36580,Somerset (R),1.0,100.0,,,,,,,
4340,4340,33960,Ipswich (C),0.9148716,91.48716,,,,,,,
4340,4340,34580,Lockyer Valley (R),0.0005401,0.0540138,,,,,,,
4340,4340,36510,Scenic Rim (R),0.0845883,8.4588262,,,,,,,
4341,4341,34580,Lockyer Valley (R),1.0,100.0,,,,,,,
4342,4342,34580,Lockyer Valley (R),0.9991243,99.9124343,,,,,,,
4342,4342,36580,Somerset (R),0.0008757,0.0875657,,,,,,,
4343,4343,34580,Lockyer Valley (R),1.0,100.0,,,,,,,
4344,4344,34580,Lockyer Valley (R),1.0,100.0,,,,,,,
4345,4345,34580,Lockyer Valley (R),1.0,100.0,,,,,,,
4346,4346,33960,Ipswich (C),0.9104337,91.0433701,,,,,,,
4346,4346,36580,Somerset (R),0.0895663,8.9566299,,,,,,,
4347,4347,34580,Lockyer Valley (R),1.0,100.0,,,,,,,
4350,4350,36910,Toowoomba (R),1.0,100.0,,,,,,,
4352,4352,33610,Goondiwindi (R),0.0035856,0.3585581,,,,,,,
4352,4352,34580,Lockyer Valley (R),0.1530764,15.3076449,,,,,,,
4352,4352,36660,Southern Downs (R),0.0191887,1.9188683,,,,,,,
4352,4352,36910,Toowoomba (R),0.8241493,82.4149287,,,,,,,
4353,4353,36910,Toowoomba (R),1.0,100.0,,,,,,,
4354,4354,36910,Toowoomba (R),1.0,100.0,,,,,,,
4355,4355,36910,Toowoomba (R),1.0,100.0,,,,,,,
4356,4356,36910,Toowoomba (R),1.0,100.0,,,,,,,
4357,4357,33610,Goondiwindi (R),0.0033299,0.3329928,,,,,,,
4357,4357,36910,Toowoomba (R),0.9966701,99.6670072,,,,,,,
4358,4358,36910,Toowoomba (R),1.0,100.0,,,,,,,
4359,4359,36910,Toowoomba (R),0.9999991,99.9999055,,,,,,,
4360,4360,36910,Toowoomba (R),1.0,100.0,,,,,,,
4361,4361,36660,Southern Downs (R),0.0303761,3.0376132,,,,,,,
4361,4361,36910,Toowoomba (R),0.9696239,96.9623868,,,,,,,
4362,4362,36660,Southern Downs (R),1.0,100.0,,,,,,,
4363,4363,36910,Toowoomba (R),1.0,100.0,,,,,,,
4364,4364,36910,Toowoomba (R),1.0,100.0,,,,,,,
4365,4365,36660,Southern Downs (R),0.822014,82.2013953,,,,,,,
4365,4365,36910,Toowoomba (R),0.177986,17.7986047,,,,,,,
4370,4370,36660,Southern Downs (R),1.0,100.0,,,,,,,
4371,4371,36660,Southern Downs (R),1.0,100.0,,,,,,,
4372,4372,36660,Southern Downs (R),1.0,100.0,,,,,,,
4373,4373,36660,Southern Downs (R),1.0,99.9999971,,,,,,,
4374,4374,36660,Southern Downs (R),1.0,100.0,,,,,,,
4375,4375,36660,Southern Downs (R),1.0,100.0,,,,,,,
4376,4376,36660,Southern Downs (R),1.0,100.0,,,,,,,
4377,4377,36660,Southern Downs (R),1.0,100.0,,,,,,,
4378,4378,36660,Southern Downs (R),1.0,100.0,,,,,,,
4380,4380,36660,Southern Downs (R),1.0,100.0,,,,,,,
4381,4381,36660,Southern Downs (R),1.0,100.0,,,,,,,
4382,4382,36660,Southern Downs (R),1.0,100.0,,,,,,,
4383,4383,17400,Tenterfield (A),0.2941975,29.4197512,,,,,,,
4383,4383,36660,Southern Downs (R),0.7058025,70.5802488,,,,,,,
4384,4384,33610,Goondiwindi (R),1.0,100.0,,,,,,,
4385,4385,14200,Inverell (A),0.0666157,6.6615694,,,,,,,
4385,4385,33610,Goondiwindi (R),0.9333843,93.3384306,,,,,,,
4387,4387,33610,Goondiwindi (R),1.0,100.0,,,,,,,
4388,4388,33610,Goondiwindi (R),1.0,100.0,,,,,,,
4390,4390,33610,Goondiwindi (R),1.0,100.0,,,,,,,
4400,4400,36910,Toowoomba (R),1.0,100.0,,,,,,,
4401,4401,36910,Toowoomba (R),1.0,100.0,,,,,,,
4402,4402,36910,Toowoomba (R),1.0,100.0,,,,,,,
4403,4403,36910,Toowoomba (R),1.0,100.0,,,,,,,
4404,4404,36910,Toowoomba (R),0.8813876,88.1387634,,,,,,,
4404,4404,37310,Western Downs (R),0.1186124,11.8612366,,,,,,,
4405,4405,36630,South Burnett (R),0.0024798,0.2479768,,,,,,,
4405,4405,36910,Toowoomba (R),0.0050299,0.502988,,,,,,,
4405,4405,37310,Western Downs (R),0.9924904,99.2490352,,,,,,,
4406,4406,33610,Goondiwindi (R),0.0258572,2.5857171,,,,,,,
4406,4406,37310,Western Downs (R),0.9741428,97.4142829,,,,,,,
4407,4407,36910,Toowoomba (R),1.0,100.0,,,,,,,
4408,4408,37310,Western Downs (R),1.0,100.0,,,,,,,
4410,4410,37310,Western Downs (R),1.0,100.0,,,,,,,
4411,4411,37310,Western Downs (R),1.0,100.0,,,,,,,
4412,4412,37310,Western Downs (R),1.0,100.0,,,,,,,
4413,4413,37310,Western Downs (R),1.0,100.0,,,,,,,
4415,4415,37310,Western Downs (R),1.0,100.0,,,,,,,
4416,4416,37310,Western Downs (R),1.0,100.0,,,,,,,
4417,4417,34860,Maranoa (R),1.0,100.0,,,,,,,
4418,4418,37310,Western Downs (R),1.0,100.0,,,,,,,
4419,4419,30370,Banana (S),0.0472148,4.7214792,,,,,,,
4419,4419,37310,Western Downs (R),0.9527852,95.2785208,,,,,,,
4420,4420,30370,Banana (S),0.9867172,98.6717218,,,,,,,
4420,4420,37310,Western Downs (R),0.0132828,1.3282782,,,,,,,
4421,4421,37310,Western Downs (R),1.0,100.0,,,,,,,
4422,4422,37310,Western Downs (R),1.0,100.0,,,,,,,
4423,4423,34860,Maranoa (R),0.4908236,49.0823605,,,,,,,
4423,4423,37310,Western Downs (R),0.5091764,50.9176395,,,,,,,
4424,4424,37310,Western Downs (R),1.0,100.0,,,,,,,
4425,4425,37310,Western Downs (R),1.0,100.0,,,,,,,
4426,4426,34860,Maranoa (R),1.0,100.0,,,,,,,
4427,4427,34860,Maranoa (R),0.8066935,80.6693452,,,,,,,
4427,4427,37310,Western Downs (R),0.1933065,19.3306548,,,,,,,
4428,4428,34860,Maranoa (R),1.0,100.0,,,,,,,
4454,4454,34860,Maranoa (R),0.9700002,97.000024,,,,,,,
4454,4454,37310,Western Downs (R),0.0299998,2.999976,,,,,,,
4455,4455,34860,Maranoa (R),1.0,100.0,,,,,,,
4461,4461,34860,Maranoa (R),1.0,100.0,,,,,,,
4462,4462,34860,Maranoa (R),1.0,100.0,,,,,,,
4465,4465,34860,Maranoa (R),1.0,100.0,,,,,,,
4467,4467,34860,Maranoa (R),0.9773909,97.7390852,,,,,,,
4467,4467,35600,Murweh (S),0.0226091,2.2609148,,,,,,,
4468,4468,35600,Murweh (S),1.0,100.0,,,,,,,
4470,4470,35600,Murweh (S),1.0,100.0,,,,,,,
4471,4471,35800,Paroo (S),1.0,100.0,,,,,,,
4472,4472,30410,Barcaldine (R),0.0014912,0.149123,,,,,,,
4472,4472,30760,Blackall Tambo (R),0.9985088,99.850877,,,,,,,
4474,4474,36150,Quilpie (S),1.0,100.0,,,,,,,
4475,4475,36150,Quilpie (S),1.0,100.0,,,,,,,
4477,4477,35600,Murweh (S),1.0,100.0,,,,,,,
4478,4478,30760,Blackall Tambo (R),0.9347565,93.4756501,,,,,,,
4478,4478,35600,Murweh (S),0.0652435,6.5243499,,,,,,,
4479,4479,35600,Murweh (S),1.0,100.0,,,,,,,
4480,4480,36150,Quilpie (S),1.0,100.0,,,,,,,
4481,4481,30450,Barcoo (S),1.0,100.0,,,,,,,
4482,4482,32750,Diamantina (S),1.0,100.0,,,,,,,
4486,4486,30300,Balonne (S),1.0,100.0,,,,,,,
4487,4487,30300,Balonne (S),0.978597,97.8597006,,,,,,,
4487,4487,34860,Maranoa (R),0.021403,2.1402994,,,,,,,
4488,4488,30300,Balonne (S),0.7959173,79.5917296,,,,,,,
4488,4488,34860,Maranoa (R),0.0962106,9.6210584,,,,,,,
4488,4488,35800,Paroo (S),0.1078721,10.787212,,,,,,,
4489,4489,35800,Paroo (S),1.0,100.0,,,,,,,
4490,4490,35800,Paroo (S),1.0,100.0,,,,,,,
4491,4491,35800,Paroo (S),1.0,100.0,,,,,,,
4492,4492,31750,Bulloo (S),1.0,100.0,,,,,,,
4493,4493,11150,Bourke (A),0.2666556,26.6655557,,,,,,,
4493,4493,31750,Bulloo (S),0.4000333,40.0033328,,,,,,,
4493,4493,35800,Paroo (S),0.3333111,33.3311115,,,,,,,
4494,4494,33610,Goondiwindi (R),1.0,100.0,,,,,,,
4496,4496,33610,Goondiwindi (R),1.0,100.0,,,,,,,
4497,4497,30300,Balonne (S),0.7042241,70.4224083,,,,,,,
4497,4497,33610,Goondiwindi (R),0.2957759,29.5775917,,,,,,,
4498,4498,33610,Goondiwindi (R),1.0,100.0,,,,,,,
4500,4500,35010,Moreton Bay (R),1.0,99.9999997,,,,,,,
4501,4501,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4502,4502,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4503,4503,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4504,4504,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4505,4505,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4506,4506,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4507,4507,35010,Moreton Bay (R),0.9999995,99.999948,,,,,,,
4508,4508,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4509,4509,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4510,4510,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4511,4511,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4512,4512,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4514,4514,35010,Moreton Bay (R),0.9364549,93.6454933,,,,,,,
4514,4514,36580,Somerset (R),0.0635451,6.3545067,,,,,,,
4515,4515,36580,Somerset (R),1.0,100.0,,,,,,,
4516,4516,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4517,4517,36710,Sunshine Coast (R),0.9999972,99.9997222,,,,,,,
4518,4518,36710,Sunshine Coast (R),1.0,99.9999995,,,,,,,
4519,4519,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4520,4520,31000,Brisbane (C),0.0024846,0.2484582,,,,,,,
4520,4520,35010,Moreton Bay (R),0.9975154,99.7515418,,,,,,,
4521,4521,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4550,4550,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4551,4551,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4552,4552,35010,Moreton Bay (R),0.0162759,1.6275904,,,,,,,
4552,4552,36710,Sunshine Coast (R),0.9837241,98.3724096,,,,,,,
4553,4553,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4554,4554,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4555,4555,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4556,4556,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4557,4557,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4558,4558,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4559,4559,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4560,4560,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4561,4561,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4562,4562,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4563,4563,33620,Gympie (R),0.0498795,4.987951,,,,,,,
4563,4563,36710,Sunshine Coast (R),0.9501205,95.012049,,,,,,,
4564,4564,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4565,4565,36710,Sunshine Coast (R),1.0,99.9999998,,,,,,,
4566,4566,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4567,4567,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4568,4568,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4569,4569,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4570,4570,33220,Fraser Coast (R),0.040312,4.0311982,,,,,,,
4570,4570,33620,Gympie (R),0.9596329,95.9632853,,,,,,,
4571,4571,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4572,4572,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4573,4573,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4574,4574,33620,Gympie (R),0.0826468,8.2646842,,,,,,,
4574,4574,36710,Sunshine Coast (R),0.9173532,91.7353158,,,,,,,
4575,4575,36710,Sunshine Coast (R),1.0,100.0,,,,,,,
4580,4580,33620,Gympie (R),0.9999998,99.999978,,,,,,,
4581,4581,33220,Fraser Coast (R),0.1436258,14.3625758,,,,,,,
4581,4581,33620,Gympie (R),0.8563742,85.6374242,,,,,,,
4600,4600,33620,Gympie (R),1.0,100.0,,,,,,,
4601,4601,33620,Gympie (R),1.0,100.0,,,,,,,
4605,4605,32330,Cherbourg (S),0.2575821,25.7582087,,,,,,,
4605,4605,33620,Gympie (R),0.0109262,1.092622,,,,,,,
4605,4605,36630,South Burnett (R),0.7314917,73.1491694,,,,,,,
4606,4606,36630,South Burnett (R),1.0,100.0,,,,,,,
4608,4608,36630,South Burnett (R),1.0,100.0,,,,,,,
4610,4610,36630,South Burnett (R),0.9945546,99.4554576,,,,,,,
4610,4610,37310,Western Downs (R),0.0054454,0.5445424,,,,,,,
4611,4611,36630,South Burnett (R),1.0,100.0,,,,,,,
4612,4612,36630,South Burnett (R),1.0,100.0,,,,,,,
4613,4613,36630,South Burnett (R),1.0,100.0,,,,,,,
4614,4614,36630,South Burnett (R),0.0008436,0.0843614,,,,,,,
4614,4614,36910,Toowoomba (R),0.9991564,99.9156386,,,,,,,
4615,4615,33620,Gympie (R),0.0033121,0.3312094,,,,,,,
4615,4615,36630,South Burnett (R),0.9966879,99.6687906,,,,,,,
4620,4620,33220,Fraser Coast (R),1.0,100.0,,,,,,,
4621,4621,31820,Bundaberg (R),0.0032695,0.3269497,,,,,,,
4621,4621,33220,Fraser Coast (R),0.0564504,5.6450388,,,,,,,
4621,4621,35760,North Burnett (R),0.9402801,94.0280114,,,,,,,
4625,4625,35760,North Burnett (R),1.0,100.0,,,,,,,
4626,4626,35760,North Burnett (R),0.9966104,99.6610351,,,,,,,
4626,4626,37310,Western Downs (R),0.0033896,0.3389649,,,,,,,
4627,4627,35760,North Burnett (R),1.0,100.0,,,,,,,
4630,4630,31820,Bundaberg (R),0.0028842,0.2884158,,,,,,,
4630,4630,35760,North Burnett (R),0.9971158,99.7115842,,,,,,,
4650,4650,33220,Fraser Coast (R),1.0,99.9999969,,,,,,,
4655,4655,33220,Fraser Coast (R),0.9999956,99.9995595,,,,,,,
4659,4659,33220,Fraser Coast (R),1.0,100.0,,,,,,,
4660,4660,31820,Bundaberg (R),0.9988325,99.8832508,,,,,,,
4660,4660,33220,Fraser Coast (R),0.0011675,0.1167492,,,,,,,
4662,4662,33220,Fraser Coast (R),1.0,100.0,,,,,,,
4670,4670,31820,Bundaberg (R),1.0,99.9999987,,,,,,,
4671,4671,31820,Bundaberg (R),0.9187996,91.8799568,,,,,,,
4671,4671,35760,North Burnett (R),0.0812004,8.1200432,,,,,,,
4673,4673,31820,Bundaberg (R),1.0,100.0,,,,,,,
4674,4674,31820,Bundaberg (R),0.000638,0.0638017,,,,,,,
4674,4674,33360,Gladstone (R),0.999362,99.9361983,,,,,,,
4676,4676,33360,Gladstone (R),1.0,100.0,,,,,,,
4677,4677,33360,Gladstone (R),1.0,100.0,,,,,,,
4678,4678,33360,Gladstone (R),1.0,100.0,,,,,,,
4680,4680,33360,Gladstone (R),0.9993699,99.9369919,,,,,,,
4694,4694,33360,Gladstone (R),1.0,100.0,,,,,,,
4695,4695,33360,Gladstone (R),1.0,100.0,,,,,,,
4697,4697,33360,Gladstone (R),1.0,100.0,,,,,,,
4699,4699,36360,Rockhampton (R),1.0,100.0,,,,,,,
4700,4700,36360,Rockhampton (R),1.0,100.0,,,,,,,
4701,4701,36360,Rockhampton (R),1.0,100.0,,,,,,,
4702,4702,30370,Banana (S),0.0760841,7.608409,,,,,,,
4702,4702,32270,Central Highlands (R),0.1769738,17.6973781,,,,,,,
4702,4702,36360,Rockhampton (R),0.7469313,74.6931278,,,,,,,
4703,4703,36360,Rockhampton (R),1.0,100.0,,,,,,,
4704,4704,36360,Rockhampton (R),1.0,100.0,,,,,,,
4705,4705,33980,Isaac (R),0.5918843,59.1884336,,,,,,,
4705,4705,36360,Rockhampton (R),0.4081157,40.8115664,,,,,,,
4706,4706,36360,Rockhampton (R),1.0,100.0,,,,,,,
4707,4707,33980,Isaac (R),1.0,100.0,,,,,,,
4709,4709,32270,Central Highlands (R),1.0,100.0,,,,,,,
4710,4710,36360,Rockhampton (R),1.0,100.0,,,,,,,
4711,4711,36360,Rockhampton (R),1.0,100.0,,,,,,,
4712,4712,32270,Central Highlands (R),0.9785911,97.8591065,,,,,,,
4712,4712,37550,Woorabinda (S),0.0214089,2.1408935,,,,,,,
4713,4713,37550,Woorabinda (S),1.0,100.0,,,,,,,
4714,4714,36360,Rockhampton (R),1.0,100.0,,,,,,,
4715,4715,30370,Banana (S),1.0,100.0,,,,,,,
4716,4716,30370,Banana (S),1.0,100.0,,,,,,,
4717,4717,32270,Central Highlands (R),1.0,100.0,,,,,,,
4718,4718,30370,Banana (S),0.9016134,90.1613449,,,,,,,
4718,4718,32270,Central Highlands (R),0.0983862,9.8386152,,,,,,,
4719,4719,30370,Banana (S),1.0,100.0,,,,,,,
4720,4720,32270,Central Highlands (R),1.0,100.0,,,,,,,
4721,4721,32270,Central Highlands (R),0.0263641,2.6364128,,,,,,,
4721,4721,33980,Isaac (R),0.9736359,97.3635872,,,,,,,
4722,4722,32270,Central Highlands (R),1.0,100.0,,,,,,,
4723,4723,32270,Central Highlands (R),1.0,100.0,,,,,,,
4724,4724,30410,Barcaldine (R),1.0,100.0,,,,,,,
4725,4725,30410,Barcaldine (R),1.0,100.0,,,,,,,
4726,4726,30410,Barcaldine (R),1.0,100.0,,,,,,,
4727,4727,34710,Longreach (R),1.0,100.0,,,,,,,
4728,4728,30410,Barcaldine (R),1.0,100.0,,,,,,,
4730,4730,30450,Barcoo (S),0.0210582,2.1058165,,,,,,,
4730,4730,34710,Longreach (R),0.9789418,97.8941835,,,,,,,
4731,4731,34710,Longreach (R),1.0,100.0,,,,,,,
4732,4732,30410,Barcaldine (R),1.0,100.0,,,,,,,
4733,4733,37400,Winton (S),1.0,100.0,,,,,,,
4735,4735,32750,Diamantina (S),0.0301827,3.018267,,,,,,,
4735,4735,37400,Winton (S),0.9698173,96.981733,,,,,,,
4736,4736,30450,Barcoo (S),1.0,100.0,,,,,,,
4737,4737,33980,Isaac (R),0.0117256,1.1725561,,,,,,,
4737,4737,34770,Mackay (R),0.9882744,98.8274439,,,,,,,
4738,4738,33980,Isaac (R),0.2869928,28.6992792,,,,,,,
4738,4738,34770,Mackay (R),0.7130072,71.3007183,,,,,,,
4739,4739,33980,Isaac (R),1.0,100.0,,,,,,,
4740,4740,34770,Mackay (R),1.0,100.0,,,,,,,
4741,4741,33980,Isaac (R),0.0921253,9.2125332,,,,,,,
4741,4741,34770,Mackay (R),0.8884561,88.8456098,,,,,,,
4741,4741,37340,Whitsunday (R),0.0194186,1.9418567,,,,,,,
4742,4742,33980,Isaac (R),1.0,100.0,,,,,,,
4743,4743,33980,Isaac (R),1.0,100.0,,,,,,,
4744,4744,33980,Isaac (R),1.0,100.0,,,,,,,
4745,4745,32270,Central Highlands (R),0.0009322,0.0932216,,,,,,,
4745,4745,33980,Isaac (R),0.9990678,99.9067784,,,,,,,
4746,4746,33980,Isaac (R),1.0,100.0,,,,,,,
4750,4750,34770,Mackay (R),1.0,100.0,,,,,,,
4751,4751,34770,Mackay (R),1.0,100.0,,,,,,,
4753,4753,34770,Mackay (R),1.0,100.0,,,,,,,
4754,4754,34770,Mackay (R),1.0,100.0,,,,,,,
4756,4756,34770,Mackay (R),1.0,100.0,,,,,,,
4757,4757,34770,Mackay (R),1.0,100.0,,,,,,,
4798,4798,34770,Mackay (R),1.0,100.0,,,,,,,
4799,4799,34770,Mackay (R),1.0,100.0,,,,,,,
4800,4800,34770,Mackay (R),0.0072447,0.7244742,,,,,,,
4800,4800,37340,Whitsunday (R),0.9927553,99.2755258,,,,,,,
4801,4801,37340,Whitsunday (R),1.0,100.0,,,,,,,
4802,4802,37340,Whitsunday (R),1.0,100.0,,,,,,,
4803,4803,37340,Whitsunday (R),1.0,100.0,,,,,,,
4804,4804,37340,Whitsunday (R),1.0,100.0,,,,,,,
4805,4805,37340,Whitsunday (R),1.0,100.0,,,,,,,
4806,4806,31900,Burdekin (S),1.0,100.0,,,,,,,
4807,4807,31900,Burdekin (S),1.0,100.0,,,,,,,
4808,4808,31900,Burdekin (S),1.0,100.0,,,,,,,
4809,4809,31900,Burdekin (S),0.9939944,99.3994386,,,,,,,
4809,4809,35250,Mornington (S),0.0060056,0.6005614,,,,,,,
4810,4810,37010,Townsville (C),1.0,100.0,,,,,,,
4811,4811,37010,Townsville (C),1.0,100.0,,,,,,,
4812,4812,37010,Townsville (C),1.0,100.0,,,,,,,
4813,4813,37010,Townsville (C),1.0,100.0,,,,,,,
4814,4814,37010,Townsville (C),1.0,100.0,,,,,,,
4815,4815,37010,Townsville (C),1.0,100.0,,,,,,,
4816,4816,31900,Burdekin (S),0.0075645,0.7564475,,,,,,,
4816,4816,32260,Cassowary Coast (R),0.0649376,6.4937631,,,,,,,
4816,4816,32310,Charters Towers (R),0.1170048,11.7004775,,,,,,,
4816,4816,33200,Flinders (S),0.0252532,2.5253183,,,,,,,
4816,4816,33800,Hinchinbrook (S),0.0048948,0.4894811,,,,,,,
4816,4816,34800,McKinlay (S),0.0032261,0.322609,,,,,,,
4816,4816,35790,Palm Island (S),0.2600817,26.0081735,,,,,,,
4816,4816,37010,Townsville (C),0.5170372,51.7037189,,,,,,,
4817,4817,32310,Charters Towers (R),0.0080391,0.8039119,,,,,,,
4817,4817,37010,Townsville (C),0.9919609,99.1960881,,,,,,,
4818,4818,37010,Townsville (C),1.0,100.0,,,,,,,
4819,4819,37010,Townsville (C),1.0,100.0,,,,,,,
4820,4820,32310,Charters Towers (R),0.9942245,99.4224455,,,,,,,
4820,4820,33980,Isaac (R),0.0057755,0.5775545,,,,,,,
4821,4821,33200,Flinders (S),1.0,100.0,,,,,,,
4822,4822,32600,Croydon (S),0.0107425,1.0742457,,,,,,,
4822,4822,36300,Richmond (S),0.9892575,98.9257543,,,,,,,
4823,4823,30900,Boulia (S),0.0026038,0.2603785,,,,,,,
4823,4823,32250,Carpentaria (S),0.0963097,9.6309712,,,,,,,
4823,4823,34800,McKinlay (S),0.8867455,88.6745511,,,,,,,
4823,4823,37400,Winton (S),0.014341,1.4340992,,,,,,,
4824,4824,31950,Burke (S),0.0010155,0.1015544,,,,,,,
4824,4824,32450,Cloncurry (S),0.9989845,99.8984456,,,,,,,
4825,4825,30900,Boulia (S),0.0068734,0.6873388,,,,,,,
4825,4825,31950,Burke (S),0.0080734,0.8073392,,,,,,,
4825,4825,32450,Cloncurry (S),0.0124487,1.2448715,,,,,,,
4825,4825,35300,Mount Isa (C),0.9510775,95.1077465,,,,,,,
